area	x	y	region	density	0-18	19-65	65+	Male	Female
E02003293	30.6248	3556.08	E06000033	1	2000	4000	2000	50	50
E02003297	19.5007	3555.28	E06000034	1	2000	4000	2000	50	50
E02003300	18.49	3554.6	E06000034	1	2000	4000	2000	50	50
E02003301	12.5397	3554.51	E06000034	1	2000	4000	2000	50	50
E02003308	17.8097	3552.25	E06000034	1	2000	4000	2000	50	50
E02003309	14.7373	3552.31	E06000034	1	2000	4000	2000	50	50
E02003322	24.0119	3546.12	E06000035	1	2000	4000	2000	50	50
E02003329	23.8088	3545.12	E06000035	1	2000	4000	2000	50	50
E02003406	-41.9947	3548	E06000038	1	2000	4000	2000	50	50
E02003431	-24.5487	3552	E06000040	1	2000	4000	2000	50	50
E02003473	-35.686	3591.13	E06000042	1	2000	4000	2000	50	50
E02003486	-34.0192	3588.04	E06000042	1	2000	4000	2000	50	50
E02003646	-23.3362	3580.44	E06000056	1	2000	4000	2000	50	50
E02003728	6.1113	3601.2	E10000003	1	2000	4000	2000	50	50
E02003829	-105.412	3663.33	E06000049	1	2000	4000	2000	50	50
E02004431	22.7947	3560.68	E10000012	1	2000	4000	2000	50	50
E02004462	27.8152	3574.18	E10000012	1	2000	4000	2000	50	50
E02004464	12.5256	3565.25	E10000012	1	2000	4000	2000	50	50
E02004465	16.3418	3565.15	E10000012	1	2000	4000	2000	50	50
E02004467	12.7588	3562.41	E10000012	1	2000	4000	2000	50	50
E02004472	14.8515	3560.26	E10000012	1	2000	4000	2000	50	50
E02004476	24.961	3557.95	E10000012	1	2000	4000	2000	50	50
E02004478	26.234	3557.28	E10000012	1	2000	4000	2000	50	50
E02004480	25.368	3555.5	E10000012	1	2000	4000	2000	50	50
E02004487	18.1457	3571.73	E10000012	1	2000	4000	2000	50	50
E02004489	23.3593	3570.91	E10000012	1	2000	4000	2000	50	50
E02004503	26.635	3563.6	E10000012	1	2000	4000	2000	50	50
E02004521	40.2563	3578.87	E10000012	1	2000	4000	2000	50	50
E02004529	10.1975	3568.45	E10000012	1	2000	4000	2000	50	50
E02004532	4.95029	3567.12	E10000012	1	2000	4000	2000	50	50
E02004533	0.794218	3566.53	E10000012	1	2000	4000	2000	50	50
E02004552	3.34218	3571.19	E10000012	1	2000	4000	2000	50	50
E02004559	29.2904	3568.82	E10000012	1	2000	4000	2000	50	50
E02004564	29.947	3560.77	E10000012	1	2000	4000	2000	50	50
E02004570	26.2778	3559.34	E10000012	1	2000	4000	2000	50	50
E02004578	54.7186	3577.16	E10000012	1	2000	4000	2000	50	50
E02004580	53.6933	3577.07	E10000012	1	2000	4000	2000	50	50
E02004593	7.74882	3587.62	E10000012	1	2000	4000	2000	50	50
E02004682	-46.2314	3538.27	E10000014	1	2000	4000	2000	50	50
E02004728	-54.8129	3509.88	E10000014	1	2000	4000	2000	50	50
E02004865	-20.8226	3571.57	E10000015	1	2000	4000	2000	50	50
E02004877	-19.6244	3568.29	E10000015	1	2000	4000	2000	50	50
E02004890	-1.20133	3574.75	E10000015	1	2000	4000	2000	50	50
E02004903	-16.1836	3564.52	E10000015	1	2000	4000	2000	50	50
E02005026	44.9459	3535.72	E10000016	1	2000	4000	2000	50	50
E02005029	12.861	3549.8	E10000016	1	2000	4000	2000	50	50
E02005064	19.2951	3547.7	E10000016	1	2000	4000	2000	50	50
E02005097	7.38725	3538.06	E10000016	1	2000	4000	2000	50	50
E02005160	12.3025	3532.27	E10000016	1	2000	4000	2000	50	50
E02005252	-96.9403	3713.76	E10000017	1	2000	4000	2000	50	50
E02005339	-52.548	3627.57	E10000018	1	2000	4000	2000	50	50
E02005773	-66.157	3726.12	E10000023	1	2000	4000	2000	50	50
E02005960	-42.4057	3570.26	E10000025	1	2000	4000	2000	50	50
E02006247	48.6296	3593.03	E10000029	1	2000	4000	2000	50	50
E02006248	51.4365	3592.68	E10000029	1	2000	4000	2000	50	50
E02006327	-18.9047	3544.79	E10000030	1	2000	4000	2000	50	50
E02006341	-11.5244	3542.43	E10000030	1	2000	4000	2000	50	50
E02006349	-25.5771	3536.77	E10000030	1	2000	4000	2000	50	50
E02006362	-12.9143	3540.45	E10000030	1	2000	4000	2000	50	50
E02006384	-7.55294	3535.76	E10000030	1	2000	4000	2000	50	50
E02006526	-69.3009	3608.17	E10000031	1	2000	4000	2000	50	50
E02006833	17.2177	3539.77	E10000016	1	2000	4000	2000	50	50
E02006918	-2.24804	3557.93	E09000012	1	2000	4000	2000	50	50
E02006926	13.3535	3552.99	E06000034	1	2000	4000	2000	50	50
E02000080	4.5619	3550.78	E09000004	1	2000	4000	2000	50	50
E02000140	4.68237	3546.84	E09000006	1	2000	4000	2000	50	50
E02000163	4.52889	3543.3	E09000006	1	2000	4000	2000	50	50
E02000234	-5.67139	3541.17	E09000008	1	2000	4000	2000	50	50
E02000241	-16.0645	3556.73	E09000009	1	2000	4000	2000	50	50
E02000307	-3.61448	3561.74	E09000010	1	2000	4000	2000	50	50
E02000333	0.783211	3551.55	E09000011	1	2000	4000	2000	50	50
E02000343	2.32677	3548.92	E09000011	1	2000	4000	2000	50	50
E02000368	-2.95305	3555.98	E09000012	1	2000	4000	2000	50	50
E02000619	-4.86613	3552.97	E09000022	1	2000	4000	2000	50	50
E02000625	-5.68361	3551.56	E09000022	1	2000	4000	2000	50	50
E02000665	0.238498	3550.44	E09000023	1	2000	4000	2000	50	50
E02000856	-6.56373	3543.83	E09000029	1	2000	4000	2000	50	50
E02000879	-2.10109	3554.72	E09000030	1	2000	4000	2000	50	50
E02000948	-6.40012	3549.39	E09000032	1	2000	4000	2000	50	50
E02000964	-8.59489	3555.34	E09000033	1	2000	4000	2000	50	50
E02001366	-127.268	3686.46	E08000012	1	2000	4000	2000	50	50
E02001557	-48.5728	3693.22	E08000017	1	2000	4000	2000	50	50
E02002212	-78.6502	3713.13	E08000032	1	2000	4000	2000	50	50
E02002576	-117.728	3682.84	E06000006	1	2000	4000	2000	50	50
E02003288	30.9071	3556.52	E06000033	1	2000	4000	2000	50	50
E02003294	32.6012	3555.85	E06000033	1	2000	4000	2000	50	50
E02003305	14.9865	3552.94	E06000034	1	2000	4000	2000	50	50
E02003630	-20.3386	3596.62	E06000055	1	2000	4000	2000	50	50
E02003777	1.47901	3607.41	E10000003	1	2000	4000	2000	50	50
E02003788	3.41732	3597.52	E10000003	1	2000	4000	2000	50	50
E02004383	0.0194083	3510.18	E10000011	1	2000	4000	2000	50	50
E02004428	22.7892	3561.45	E10000012	1	2000	4000	2000	50	50
E02004484	26.3375	3554.7	E10000012	1	2000	4000	2000	50	50
E02004495	17.8746	3569.25	E10000012	1	2000	4000	2000	50	50
E02004527	7.24824	3572.35	E10000012	1	2000	4000	2000	50	50
E02004571	27.0222	3558.99	E10000012	1	2000	4000	2000	50	50
E02004573	55.6502	3583.79	E10000012	1	2000	4000	2000	50	50
E02004844	-0.086663	3571.99	E10000015	1	2000	4000	2000	50	50
E02004889	-1.1153	3575.15	E10000015	1	2000	4000	2000	50	50
E02004895	-0.70259	3573.19	E10000015	1	2000	4000	2000	50	50
E02004991	-9.93614	3571.63	E10000015	1	2000	4000	2000	50	50
E02005034	8.37549	3549.65	E10000016	1	2000	4000	2000	50	50
E02005037	7.40501	3548.52	E10000016	1	2000	4000	2000	50	50
E02005040	13.5598	3546.64	E10000016	1	2000	4000	2000	50	50
E02005058	15.355	3548.9	E10000016	1	2000	4000	2000	50	50
E02005088	7.41879	3546.52	E10000016	1	2000	4000	2000	50	50
E02005509	29.8954	3632.51	E10000020	1	2000	4000	2000	50	50
E02006191	-92.5118	3649.34	E10000028	1	2000	4000	2000	50	50
E02006272	48.2498	3594.96	E10000029	1	2000	4000	2000	50	50
E02006298	57.3035	3586.35	E10000029	1	2000	4000	2000	50	50
E02006376	-8.78629	3541.27	E10000030	1	2000	4000	2000	50	50
E02006429	-3.06918	3540.16	E10000030	1	2000	4000	2000	50	50
E02006464	-25.9863	3540.56	E10000030	1	2000	4000	2000	50	50
E02006587	-8.80461	3525.55	E10000032	1	2000	4000	2000	50	50
E02006721	-83.9794	3609.59	E10000034	1	2000	4000	2000	50	50
E02006859	12.7604	3552.47	E06000034	1	2000	4000	2000	50	50
E02006930	0.592036	3552.64	E09000011	1	2000	4000	2000	50	50
E02000034	-7.20585	3561.93	E09000003	1	2000	4000	2000	50	50
E02000046	-8.20995	3560.59	E09000003	1	2000	4000	2000	50	50
E02000052	-7.29907	3559.8	E09000003	1	2000	4000	2000	50	50
E02000095	-12.0925	3559.32	E09000005	1	2000	4000	2000	50	50
E02000099	-13.0563	3558.17	E09000005	1	2000	4000	2000	50	50
E02000118	-12.5753	3556.52	E09000005	1	2000	4000	2000	50	50
E02000123	-10.7511	3555.89	E09000005	1	2000	4000	2000	50	50
E02000146	1.47694	3546.22	E09000006	1	2000	4000	2000	50	50
E02000148	2.67374	3546.06	E09000006	1	2000	4000	2000	50	50
E02000149	4.51447	3545.98	E09000006	1	2000	4000	2000	50	50
E02000194	-3.66112	3547.81	E09000008	1	2000	4000	2000	50	50
E02000317	2.26281	3552.74	E09000011	1	2000	4000	2000	50	50
E02000318	4.0649	3552.63	E09000011	1	2000	4000	2000	50	50
E02000337	1.84424	3550.65	E09000011	1	2000	4000	2000	50	50
E02000339	2.42307	3550.45	E09000011	1	2000	4000	2000	50	50
E02000396	-8.44175	3551.36	E09000013	1	2000	4000	2000	50	50
E02000438	-15.9169	3560.87	E09000015	1	2000	4000	2000	50	50
E02000455	-14.4627	3559.07	E09000015	1	2000	4000	2000	50	50
E02000547	-18.0848	3550.61	E09000018	1	2000	4000	2000	50	50
E02000690	-9.66827	3548.5	E09000024	1	2000	4000	2000	50	50
E02000820	-4.3213	3552.73	E09000028	1	2000	4000	2000	50	50
E02000832	-2.58068	3551.09	E09000028	1	2000	4000	2000	50	50
E02000857	-8.58999	3543.65	E09000029	1	2000	4000	2000	50	50
E02000941	-8.2339	3550	E09000032	1	2000	4000	2000	50	50
E02000963	-9.07271	3555.52	E09000033	1	2000	4000	2000	50	50
E02001068	-97.62	3688.45	E08000003	1	2000	4000	2000	50	50
E02001492	-138.102	3682.78	E08000015	1	2000	4000	2000	50	50
E02001852	-80.7249	3624.2	E08000025	1	2000	4000	2000	50	50
E02001949	-83.5287	3616.14	E08000025	1	2000	4000	2000	50	50
E02001956	-87.2241	3615.18	E08000025	1	2000	4000	2000	50	50
E02002123	-88.4814	3630.07	E08000030	1	2000	4000	2000	50	50
E02002220	-74.4436	3712.31	E08000032	1	2000	4000	2000	50	50
E02002419	-68.3837	3710.24	E08000035	1	2000	4000	2000	50	50
E02002771	-36.3203	3691.2	E06000013	1	2000	4000	2000	50	50
E02002973	-95.5481	3656.41	E06000021	1	2000	4000	2000	50	50
E02003291	34.4027	3555.89	E06000033	1	2000	4000	2000	50	50
E02003351	23.5326	3542.24	E06000035	1	2000	4000	2000	50	50
E02003369	-48.4296	3552.98	E06000037	1	2000	4000	2000	50	50
E02003458	-34.9939	3545.12	E06000041	1	2000	4000	2000	50	50
E02003612	-10.0879	3588.91	E06000056	1	2000	4000	2000	50	50
E02003635	-22.6881	3594.17	E06000055	1	2000	4000	2000	50	50
E02003683	-24.5824	3564.82	E10000002	1	2000	4000	2000	50	50
E02003776	5.4482	3607.93	E10000003	1	2000	4000	2000	50	50
E02004187	-167.768	3520.77	E10000008	1	2000	4000	2000	50	50
E02004210	-152.003	3487.76	E10000008	1	2000	4000	2000	50	50
E02004245	-81.6443	3510.1	E06000059	1	2000	4000	2000	50	50
E02004498	21.3506	3568.45	E10000012	1	2000	4000	2000	50	50
E02004499	20.6215	3568.43	E10000012	1	2000	4000	2000	50	50
E02004572	34.5099	3557.6	E10000012	1	2000	4000	2000	50	50
E02004595	8.65724	3581.83	E10000012	1	2000	4000	2000	50	50
E02004598	18.0434	3578.64	E10000012	1	2000	4000	2000	50	50
E02004937	-15.2099	3570.6	E10000015	1	2000	4000	2000	50	50
E02004962	-21.0159	3563.15	E10000015	1	2000	4000	2000	50	50
E02004995	-5.43026	3567.94	E10000015	1	2000	4000	2000	50	50
E02005122	28.4171	3543.97	E10000016	1	2000	4000	2000	50	50
E02005149	21.118	3541.64	E10000016	1	2000	4000	2000	50	50
E02005923	-58.487	3592.8	E10000025	1	2000	4000	2000	50	50
E02005955	-52.8425	3568.88	E10000025	1	2000	4000	2000	50	50
E02006319	-16.1781	3546.65	E10000030	1	2000	4000	2000	50	50
E02006564	-32.168	3517.83	E10000032	1	2000	4000	2000	50	50
E02006608	-3.28319	3527.47	E10000032	1	2000	4000	2000	50	50
E02006832	13.1576	3544.16	E10000016	1	2000	4000	2000	50	50
E02006857	13.5018	3504.25	E10000011	1	2000	4000	2000	50	50
E02000029	-7.15478	3563.42	E09000003	1	2000	4000	2000	50	50
E02000040	-9.53661	3561.42	E09000003	1	2000	4000	2000	50	50
E02000041	-11.9936	3561.32	E09000003	1	2000	4000	2000	50	50
E02000069	6.94242	3552.29	E09000004	1	2000	4000	2000	50	50
E02000219	-1.97909	3544.54	E09000008	1	2000	4000	2000	50	50
E02000281	-2.74463	3564.84	E09000010	1	2000	4000	2000	50	50
E02000287	-6.77636	3564.32	E09000010	1	2000	4000	2000	50	50
E02000303	-2.84237	3562.07	E09000010	1	2000	4000	2000	50	50
E02000324	1.62924	3552.33	E09000011	1	2000	4000	2000	50	50
E02000328	0.56748	3552.13	E09000011	1	2000	4000	2000	50	50
E02000377	-10.4277	3553.75	E09000013	1	2000	4000	2000	50	50
E02000457	-16.0561	3558.84	E09000015	1	2000	4000	2000	50	50
E02000561	-5.67016	3557.62	E09000019	1	2000	4000	2000	50	50
E02000641	-4.95432	3549.75	E09000022	1	2000	4000	2000	50	50
E02000647	-4.90651	3548.58	E09000022	1	2000	4000	2000	50	50
E02000677	-0.806299	3549.24	E09000023	1	2000	4000	2000	50	50
E02000681	-1.31063	3548.93	E09000023	1	2000	4000	2000	50	50
E02000829	-2.50518	3551.7	E09000028	1	2000	4000	2000	50	50
E02000848	-9.53799	3544.57	E09000029	1	2000	4000	2000	50	50
E02000928	-9.65366	3551.2	E09000032	1	2000	4000	2000	50	50
E02000965	-8.3361	3555.32	E09000033	1	2000	4000	2000	50	50
E02000966	-7.93851	3555.29	E09000033	1	2000	4000	2000	50	50
E02001424	-119.392	3686.94	E08000013	1	2000	4000	2000	50	50
E02002146	-85.8037	3626.93	E08000030	1	2000	4000	2000	50	50
E02002242	-76.3713	3709.15	E08000032	1	2000	4000	2000	50	50
E02003243	-10.3817	3629.77	E06000031	1	2000	4000	2000	50	50
E02003338	26.7391	3544.22	E06000035	1	2000	4000	2000	50	50
E02003364	-33.9812	3544	E06000036	1	2000	4000	2000	50	50
E02003477	-35.2259	3589.9	E06000042	1	2000	4000	2000	50	50
E02004051	-53.2219	3670.84	E10000007	1	2000	4000	2000	50	50
E02004457	26.1111	3578.92	E10000012	1	2000	4000	2000	50	50
E02004557	30.0992	3570.11	E10000012	1	2000	4000	2000	50	50
E02004847	-1.05499	3569.29	E10000015	1	2000	4000	2000	50	50
E02004891	-3.57767	3574.42	E10000015	1	2000	4000	2000	50	50
E02004940	-14.6225	3570.16	E10000015	1	2000	4000	2000	50	50
E02004945	-8.82955	3582.34	E10000015	1	2000	4000	2000	50	50
E02004956	-18.497	3568.18	E10000015	1	2000	4000	2000	50	50
E02005125	32.8399	3542.48	E10000016	1	2000	4000	2000	50	50
E02005262	-119.557	3710.11	E10000017	1	2000	4000	2000	50	50
E02005436	6.65715	3668.22	E10000019	1	2000	4000	2000	50	50
E02006615	-6.59388	3515.99	E10000032	1	2000	4000	2000	50	50
E02000044	-11.0604	3561.19	E09000003	1	2000	4000	2000	50	50
E02000056	-7.74583	3559.2	E09000003	1	2000	4000	2000	50	50
E02000063	-9.24411	3557.83	E09000003	1	2000	4000	2000	50	50
E02000072	8.34845	3551.74	E09000004	1	2000	4000	2000	50	50
E02000089	3.70462	3549.13	E09000004	1	2000	4000	2000	50	50
E02000111	-13.2921	3557.04	E09000005	1	2000	4000	2000	50	50
E02000138	-0.756901	3547.14	E09000006	1	2000	4000	2000	50	50
E02000145	5.26393	3546.35	E09000006	1	2000	4000	2000	50	50
E02000212	-4.95178	3545.13	E09000008	1	2000	4000	2000	50	50
E02000247	-16.0603	3555.82	E09000009	1	2000	4000	2000	50	50
E02000261	-10.9628	3554.25	E09000009	1	2000	4000	2000	50	50
E02000272	-14.2088	3553.56	E09000009	1	2000	4000	2000	50	50
E02000335	2.52209	3550.94	E09000011	1	2000	4000	2000	50	50
E02000352	-3.64301	3557.83	E09000012	1	2000	4000	2000	50	50
E02000374	-10.4765	3554.17	E09000013	1	2000	4000	2000	50	50
E02000393	-9.24305	3551.87	E09000013	1	2000	4000	2000	50	50
E02000402	-3.48058	3560.61	E09000014	1	2000	4000	2000	50	50
E02000551	-17.3991	3549.32	E09000018	1	2000	4000	2000	50	50
E02000636	-6.05269	3550.4	E09000022	1	2000	4000	2000	50	50
E02000686	-1.17492	3548.45	E09000023	1	2000	4000	2000	50	50
E02000706	-7.52499	3546.98	E09000024	1	2000	4000	2000	50	50
E02000784	-10.3779	3552.13	E09000027	1	2000	4000	2000	50	50
E02000822	-3.90845	3552.6	E09000028	1	2000	4000	2000	50	50
E02000838	-2.93879	3549.95	E09000028	1	2000	4000	2000	50	50
E02000860	-8.21982	3543.46	E09000029	1	2000	4000	2000	50	50
E02001376	-128.214	3685.49	E08000012	1	2000	4000	2000	50	50
E02001480	-137.957	3684.15	E08000015	1	2000	4000	2000	50	50
E02001959	-66.1131	3618.88	E08000026	1	2000	4000	2000	50	50
E02001965	-62.7274	3617.87	E08000026	1	2000	4000	2000	50	50
E02001977	-65.844	3616.73	E08000026	1	2000	4000	2000	50	50
E02002069	-88.1816	3621.75	E08000028	1	2000	4000	2000	50	50
E02002539	-59.4662	3767.02	E06000004	1	2000	4000	2000	50	50
E02002564	-68.7768	3763.16	E06000005	1	2000	4000	2000	50	50
E02002857	-49.5183	3630.13	E06000016	1	2000	4000	2000	50	50
E02002937	-110.056	3635.55	E06000020	1	2000	4000	2000	50	50
E02003108	-106.691	3553.74	E06000025	1	2000	4000	2000	50	50
E02003259	-20.3023	3582.29	E06000032	1	2000	4000	2000	50	50
E02003316	23.9173	3548.62	E06000035	1	2000	4000	2000	50	50
E02003324	20.8818	3545.92	E06000035	1	2000	4000	2000	50	50
E02003331	25.2874	3544.85	E06000035	1	2000	4000	2000	50	50
E02003340	23.0493	3543.96	E06000035	1	2000	4000	2000	50	50
E02003348	24.9676	3542.94	E06000035	1	2000	4000	2000	50	50
E02003398	-41.3418	3550.3	E06000038	1	2000	4000	2000	50	50
E02003434	-27.5477	3551.99	E06000040	1	2000	4000	2000	50	50
E02003499	-4.58668	3508.23	E06000043	1	2000	4000	2000	50	50
E02003509	-7.32586	3507.55	E06000043	1	2000	4000	2000	50	50
E02003624	-19.7948	3597.89	E06000055	1	2000	4000	2000	50	50
E02004548	6.09413	3571.73	E10000012	1	2000	4000	2000	50	50
E02004555	34.4698	3572.02	E10000012	1	2000	4000	2000	50	50
E02004562	35.4112	3562.65	E10000012	1	2000	4000	2000	50	50
E02004873	-20.7542	3570.28	E10000015	1	2000	4000	2000	50	50
E02004888	6.38405	3575.06	E10000015	1	2000	4000	2000	50	50
E02004893	-2.41627	3574.17	E10000015	1	2000	4000	2000	50	50
E02004901	-11.9218	3564.96	E10000015	1	2000	4000	2000	50	50
E02004906	-11.5944	3563.97	E10000015	1	2000	4000	2000	50	50
E02004973	-17.2753	3565.36	E10000015	1	2000	4000	2000	50	50
E02004975	-18.0439	3564.62	E10000015	1	2000	4000	2000	50	50
E02005120	38.2236	3547.02	E10000016	1	2000	4000	2000	50	50
E02005675	-40.0715	3603.55	E10000021	1	2000	4000	2000	50	50
E02006007	-65.959	3569.02	E10000025	1	2000	4000	2000	50	50
E02006229	31.351	3592.85	E10000029	1	2000	4000	2000	50	50
E02006249	50.3481	3592.51	E10000029	1	2000	4000	2000	50	50
E02006318	-15.2692	3546.6	E10000030	1	2000	4000	2000	50	50
E02006326	-17.8046	3544.95	E10000030	1	2000	4000	2000	50	50
E02006512	-74.519	3601.73	E10000031	1	2000	4000	2000	50	50
E02006582	-6.44449	3526.55	E10000032	1	2000	4000	2000	50	50
E02006585	-7.9503	3526.02	E10000032	1	2000	4000	2000	50	50
E02006838	-34.5035	3526.94	E10000014	1	2000	4000	2000	50	50
E02000091	4.71551	3548.42	E09000004	1	2000	4000	2000	50	50
E02000113	-11.3975	3556.9	E09000005	1	2000	4000	2000	50	50
E02000162	3.0455	3543.61	E09000006	1	2000	4000	2000	50	50
E02000224	-4.44631	3542.98	E09000008	1	2000	4000	2000	50	50
E02000348	-2.98542	3558.3	E09000012	1	2000	4000	2000	50	50
E02000416	-4.99346	3559.51	E09000014	1	2000	4000	2000	50	50
E02000418	-5.59017	3559.44	E09000014	1	2000	4000	2000	50	50
E02000425	-3.01331	3558.9	E09000014	1	2000	4000	2000	50	50
E02000431	-6.15334	3558.54	E09000014	1	2000	4000	2000	50	50
E02000605	-11.5354	3546.75	E09000021	1	2000	4000	2000	50	50
E02000683	1.30052	3548.71	E09000023	1	2000	4000	2000	50	50
E02000695	-6.66282	3547.8	E09000024	1	2000	4000	2000	50	50
E02000852	-7.86602	3544.29	E09000029	1	2000	4000	2000	50	50
E02000925	-7.09426	3551.67	E09000032	1	2000	4000	2000	50	50
E02000943	-6.60917	3549.84	E09000032	1	2000	4000	2000	50	50
E02000947	-8.63678	3549.69	E09000032	1	2000	4000	2000	50	50
E02001219	-92.6937	3682.81	E08000007	1	2000	4000	2000	50	50
E02001414	-120.7	3688.61	E08000013	1	2000	4000	2000	50	50
E02001857	-80.1236	3623.52	E08000025	1	2000	4000	2000	50	50
E02002065	-85.9514	3622.59	E08000028	1	2000	4000	2000	50	50
E02002371	-66.4923	3713.51	E08000035	1	2000	4000	2000	50	50
E02002403	-60.1773	3711.78	E08000035	1	2000	4000	2000	50	50
E02003282	30.0113	3557.27	E06000033	1	2000	4000	2000	50	50
E02003397	-44.8164	3550.38	E06000038	1	2000	4000	2000	50	50
E02003679	-26.4696	3567.45	E10000002	1	2000	4000	2000	50	50
E02004026	-134.211	3739.39	E10000006	1	2000	4000	2000	50	50
E02004033	-59.9948	3660.78	E10000007	1	2000	4000	2000	50	50
E02004072	-67.5345	3667.06	E10000007	1	2000	4000	2000	50	50
E02004326	-60.6273	3778.91	E06000047	1	2000	4000	2000	50	50
E02004400	19.0323	3508.29	E10000011	1	2000	4000	2000	50	50
E02004412	10.8878	3516.8	E10000011	1	2000	4000	2000	50	50
E02004436	21.7587	3558.63	E10000012	1	2000	4000	2000	50	50
E02004444	18.0161	3557.85	E10000012	1	2000	4000	2000	50	50
E02004459	30.2573	3578.15	E10000012	1	2000	4000	2000	50	50
E02004483	25.4033	3554.88	E10000012	1	2000	4000	2000	50	50
E02004485	20.7819	3574.18	E10000012	1	2000	4000	2000	50	50
E02004525	32.3886	3575.2	E10000012	1	2000	4000	2000	50	50
E02004553	4.4522	3570.8	E10000012	1	2000	4000	2000	50	50
E02004641	-95.2204	3578.1	E10000013	1	2000	4000	2000	50	50
E02004707	-41.7081	3519.67	E10000014	1	2000	4000	2000	50	50
E02004739	-52.5684	3507.07	E10000014	1	2000	4000	2000	50	50
E02004756	-41.678	3538.48	E10000014	1	2000	4000	2000	50	50
E02004920	-12.1728	3584.51	E10000015	1	2000	4000	2000	50	50
E02005036	9.25855	3549.12	E10000016	1	2000	4000	2000	50	50
E02005115	33.2812	3549.35	E10000016	1	2000	4000	2000	50	50
E02005433	14.1848	3671.79	E10000019	1	2000	4000	2000	50	50
E02006002	-64.6567	3572.91	E10000025	1	2000	4000	2000	50	50
E02006137	-71.499	3644.77	E10000028	1	2000	4000	2000	50	50
E02006405	-20.4632	3549.03	E10000030	1	2000	4000	2000	50	50
E02006874	-4.07926	3604.61	E10000003	1	2000	4000	2000	50	50
E02000048	-8.84542	3560.52	E09000003	1	2000	4000	2000	50	50
E02000122	-9.61442	3556.29	E09000005	1	2000	4000	2000	50	50
E02000136	3.89271	3547.1	E09000006	1	2000	4000	2000	50	50
E02000221	-4.90879	3543.87	E09000008	1	2000	4000	2000	50	50
E02000294	-1.97692	3563.09	E09000010	1	2000	4000	2000	50	50
E02000415	-4.19734	3559.7	E09000014	1	2000	4000	2000	50	50
E02000443	-14.7456	3560.32	E09000015	1	2000	4000	2000	50	50
E02000499	-17.1937	3558.88	E09000017	1	2000	4000	2000	50	50
E02000507	-19.2751	3556.65	E09000017	1	2000	4000	2000	50	50
E02000603	-12.0305	3547.06	E09000021	1	2000	4000	2000	50	50
E02000616	-12.7104	3544.12	E09000021	1	2000	4000	2000	50	50
E02000627	-5.32225	3551.31	E09000022	1	2000	4000	2000	50	50
E02000629	-5.81669	3551.22	E09000022	1	2000	4000	2000	50	50
E02000673	-2.41288	3549.62	E09000023	1	2000	4000	2000	50	50
E02000837	-3.94693	3550.13	E09000028	1	2000	4000	2000	50	50
E02002040	-93.5154	3618.63	E08000027	1	2000	4000	2000	50	50
E02002097	-72.5893	3616.55	E08000029	1	2000	4000	2000	50	50
E02002411	-67.7453	3711.22	E08000035	1	2000	4000	2000	50	50
E02003280	30.3026	3557.66	E06000033	1	2000	4000	2000	50	50
E02003307	16.0357	3552.57	E06000034	1	2000	4000	2000	50	50
E02003416	-23.8573	3553.95	E06000039	1	2000	4000	2000	50	50
E02003467	-32.9458	3592.01	E06000042	1	2000	4000	2000	50	50
E02004422	14.0335	3506.25	E10000011	1	2000	4000	2000	50	50
E02004477	26.8032	3557.53	E10000012	1	2000	4000	2000	50	50
E02004517	36.459	3579.96	E10000012	1	2000	4000	2000	50	50
E02004546	4.57369	3572.35	E10000012	1	2000	4000	2000	50	50
E02004703	-45.1484	3526.72	E10000014	1	2000	4000	2000	50	50
E02004978	-18.3152	3563.68	E10000015	1	2000	4000	2000	50	50
E02005060	14.7262	3548.66	E10000016	1	2000	4000	2000	50	50
E02005087	8.10125	3547	E10000016	1	2000	4000	2000	50	50
E02005151	19.0399	3540.02	E10000016	1	2000	4000	2000	50	50
E02005495	-33.6912	3684.61	E10000019	1	2000	4000	2000	50	50
E02005696	-31.5608	3608.92	E10000021	1	2000	4000	2000	50	50
E02006010	-109.101	3628.87	E06000051	1	2000	4000	2000	50	50
E02006323	-18.1911	3545.62	E10000030	1	2000	4000	2000	50	50
E02006414	-20.2898	3547.04	E10000030	1	2000	4000	2000	50	50
E02006434	0.227455	3535.64	E10000030	1	2000	4000	2000	50	50
E02006593	-14.0497	3523.58	E10000032	1	2000	4000	2000	50	50
E02006791	-11.5668	3553.4	E09000009	1	2000	4000	2000	50	50
E02000055	-9.66934	3559.55	E09000003	1	2000	4000	2000	50	50
E02000126	-8.45833	3555.95	E09000005	1	2000	4000	2000	50	50
E02000141	-2.52236	3547.03	E09000006	1	2000	4000	2000	50	50
E02000197	-5.40739	3547.08	E09000008	1	2000	4000	2000	50	50
E02000203	-4.29603	3546.41	E09000008	1	2000	4000	2000	50	50
E02000233	-4.73396	3541.38	E09000008	1	2000	4000	2000	50	50
E02000401	-3.89761	3560.65	E09000014	1	2000	4000	2000	50	50
E02000601	-12.9762	3547.73	E09000021	1	2000	4000	2000	50	50
E02000902	-0.475515	3560.71	E09000031	1	2000	4000	2000	50	50
E02002867	-31.0595	3629.17	E06000017	1	2000	4000	2000	50	50
E02003180	-81.4941	3501.51	E06000058	1	2000	4000	2000	50	50
E02003286	27.6194	3556.81	E06000033	1	2000	4000	2000	50	50
E02003468	-36.3587	3592.01	E06000042	1	2000	4000	2000	50	50
E02003633	-21.6754	3595.66	E06000055	1	2000	4000	2000	50	50
E02003773	-11.4734	3603.12	E10000003	1	2000	4000	2000	50	50
