area	x	y	region	density	0-18	19-65	65+	Male	Female
S02002031	-152.814	4042.89	S08000022	1	2000	4000	2000	50	50
S02002032	-153.536	4042.95	S08000022	1	2000	4000	2000	50	50
S02002033	-205.584	4029.24	S08000022	1	2000	4000	2000	50	50
S02002034	-201.027	3856.68	S08000031	1	2000	4000	2000	50	50
S02002035	-202.271	3856.75	S08000031	1	2000	4000	2000	50	50
S02002036	-211.767	3857.03	S08000031	1	2000	4000	2000	50	50
S02002037	-210.612	3860.09	S08000031	1	2000	4000	2000	50	50
S02002038	-209.571	3860.86	S08000031	1	2000	4000	2000	50	50
S02002039	-209.01	3860.88	S08000031	1	2000	4000	2000	50	50
S02002040	-209.273	3859.91	S08000031	1	2000	4000	2000	50	50
S02002041	-208.239	3860.25	S08000031	1	2000	4000	2000	50	50
S02002042	-207.793	3861.05	S08000031	1	2000	4000	2000	50	50
S02002043	-207.127	3860.66	S08000031	1	2000	4000	2000	50	50
S02002044	-207.615	3859.91	S08000031	1	2000	4000	2000	50	50
S02002045	-206.906	3860.12	S08000031	1	2000	4000	2000	50	50
S02002046	-206.274	3860.18	S08000031	1	2000	4000	2000	50	50
S02002047	-205.316	3859.7	S08000031	1	2000	4000	2000	50	50
S02002048	-203.747	3859.35	S08000031	1	2000	4000	2000	50	50
S02002049	-202.543	3859.06	S08000031	1	2000	4000	2000	50	50
S02002050	-202.22	3858.58	S08000031	1	2000	4000	2000	50	50
S02002051	-137.176	3852.17	S08000024	1	2000	4000	2000	50	50
S02002052	-139.93	3852.14	S08000024	1	2000	4000	2000	50	50
S02002053	-140.436	3852.42	S08000024	1	2000	4000	2000	50	50
S02002054	-139.521	3852.56	S08000024	1	2000	4000	2000	50	50
S02002055	-139.989	3852.89	S08000024	1	2000	4000	2000	50	50
S02002056	-139.087	3853.9	S08000024	1	2000	4000	2000	50	50
S02002057	-137.553	3854.51	S08000024	1	2000	4000	2000	50	50
S02002058	-137.588	3855.63	S08000024	1	2000	4000	2000	50	50
S02002059	-136.846	3855.67	S08000024	1	2000	4000	2000	50	50
S02002060	-135.529	3855.07	S08000024	1	2000	4000	2000	50	50
S02002061	-134.978	3855.48	S08000024	1	2000	4000	2000	50	50
S02002062	-134.354	3854.98	S08000024	1	2000	4000	2000	50	50
S02002063	-133.661	3856.32	S08000024	1	2000	4000	2000	50	50
S02002064	-134.934	3857.58	S08000024	1	2000	4000	2000	50	50
S02002065	-132.552	3856.79	S08000024	1	2000	4000	2000	50	50
S02002066	-133.099	3856.61	S08000024	1	2000	4000	2000	50	50
S02002067	-130.493	3854.64	S08000024	1	2000	4000	2000	50	50
S02002068	-132.235	3855.54	S08000024	1	2000	4000	2000	50	50
S02002069	-132.004	3855.02	S08000024	1	2000	4000	2000	50	50
S02002070	-132.912	3854.9	S08000024	1	2000	4000	2000	50	50
S02002071	-132.718	3853.73	S08000024	1	2000	4000	2000	50	50
S02002072	-132.319	3853.13	S08000024	1	2000	4000	2000	50	50
S02002073	-140.352	3959.53	S08000020	1	2000	4000	2000	50	50
S02002074	-140.426	3967	S08000020	1	2000	4000	2000	50	50
S02002075	-127.038	3969.93	S08000020	1	2000	4000	2000	50	50
S02002076	-128.263	3970.37	S08000020	1	2000	4000	2000	50	50
S02002077	-124.581	3979.77	S08000020	1	2000	4000	2000	50	50
S02002078	-128.111	3979.86	S08000020	1	2000	4000	2000	50	50
S02002079	-129.096	3979.42	S08000020	1	2000	4000	2000	50	50
S02002080	-132.734	3978.21	S08000020	1	2000	4000	2000	50	50
S02002081	-131.586	3974.6	S08000020	1	2000	4000	2000	50	50
S02002082	-144.302	3976.51	S08000020	1	2000	4000	2000	50	50
S02002083	-140.243	3977.52	S08000020	1	2000	4000	2000	50	50
S02002084	-143.365	3977.78	S08000020	1	2000	4000	2000	50	50
S02002085	-143.211	3977.09	S08000020	1	2000	4000	2000	50	50
S02002086	-143.894	3976.91	S08000020	1	2000	4000	2000	50	50
S02002087	-144.453	3977.67	S08000020	1	2000	4000	2000	50	50
S02002088	-144.042	3977.97	S08000020	1	2000	4000	2000	50	50
S02002089	-144.157	3978.49	S08000020	1	2000	4000	2000	50	50
S02002090	-142.717	3982.65	S08000020	1	2000	4000	2000	50	50
S02002091	-143.26	3982.34	S08000020	1	2000	4000	2000	50	50
S02002092	-149.079	3981.42	S08000020	1	2000	4000	2000	50	50
S02002093	-154.276	3977.17	S08000020	1	2000	4000	2000	50	50
S02002094	-156.837	3975.17	S08000020	1	2000	4000	2000	50	50
S02002095	-157.29	3974.66	S08000020	1	2000	4000	2000	50	50
S02002096	-157.097	3973.35	S08000020	1	2000	4000	2000	50	50
S02002097	-224.524	3832.31	S08000015	1	2000	4000	2000	50	50
S02002098	-201.06	3837.75	S08000015	1	2000	4000	2000	50	50
S02002099	-202.014	3836.93	S08000015	1	2000	4000	2000	50	50
S02002100	-200.597	3836.95	S08000015	1	2000	4000	2000	50	50
S02002101	-201.003	3837.35	S08000015	1	2000	4000	2000	50	50
S02002102	-200.981	3837.58	S08000015	1	2000	4000	2000	50	50
S02002103	-201.459	3838.1	S08000015	1	2000	4000	2000	50	50
S02002104	-201.148	3838.56	S08000015	1	2000	4000	2000	50	50
S02002105	-202.716	3838.52	S08000015	1	2000	4000	2000	50	50
S02002106	-202.618	3838.22	S08000015	1	2000	4000	2000	50	50
S02002107	-202.232	3837.95	S08000015	1	2000	4000	2000	50	50
S02002108	-202.693	3837.57	S08000015	1	2000	4000	2000	50	50
S02002109	-202.899	3837.2	S08000015	1	2000	4000	2000	50	50
S02002110	-205.358	3838.65	S08000015	1	2000	4000	2000	50	50
S02002111	-207.865	3838.82	S08000015	1	2000	4000	2000	50	50
S02002112	-208.874	3839.41	S08000015	1	2000	4000	2000	50	50
S02002113	-209.1	3839.91	S08000015	1	2000	4000	2000	50	50
S02002114	-208.651	3840.12	S08000015	1	2000	4000	2000	50	50
S02002115	-208.084	3839.34	S08000015	1	2000	4000	2000	50	50
S02002116	-207.717	3839.63	S08000015	1	2000	4000	2000	50	50
S02002117	-206.667	3839.18	S08000015	1	2000	4000	2000	50	50
S02002118	-206.145	3839.58	S08000015	1	2000	4000	2000	50	50
S02002119	-204.889	3840.31	S08000015	1	2000	4000	2000	50	50
S02002120	-204.761	3839.85	S08000015	1	2000	4000	2000	50	50
S02002121	-203.781	3839.93	S08000015	1	2000	4000	2000	50	50
S02002122	-204.169	3840.28	S08000015	1	2000	4000	2000	50	50
S02002123	-204.142	3843.69	S08000015	1	2000	4000	2000	50	50
S02002124	-205.337	3843.9	S08000015	1	2000	4000	2000	50	50
S02002125	-209.825	3844.4	S08000015	1	2000	4000	2000	50	50
S02002126	-210.969	3842.75	S08000015	1	2000	4000	2000	50	50
S02002127	-211.113	3849.5	S08000015	1	2000	4000	2000	50	50
S02002128	-212.132	3848.95	S08000015	1	2000	4000	2000	50	50
S02002129	-211.384	3850.43	S08000015	1	2000	4000	2000	50	50
S02002130	-209.255	3850.87	S08000015	1	2000	4000	2000	50	50
S02002131	-203.52	3847.28	S08000015	1	2000	4000	2000	50	50
S02002132	-203.559	3846.5	S08000015	1	2000	4000	2000	50	50
S02002133	-201.53	3846.61	S08000015	1	2000	4000	2000	50	50
S02002134	-200.666	3846.66	S08000015	1	2000	4000	2000	50	50
S02002135	-170.321	3847.32	S08000032	1	2000	4000	2000	50	50
S02002136	-171.458	3848.06	S08000032	1	2000	4000	2000	50	50
S02002137	-172.09	3848.33	S08000032	1	2000	4000	2000	50	50
S02002138	-172.895	3848.89	S08000032	1	2000	4000	2000	50	50
S02002139	-171.547	3848.72	S08000032	1	2000	4000	2000	50	50
S02002140	-170.469	3848.17	S08000032	1	2000	4000	2000	50	50
S02002141	-169.995	3848.21	S08000032	1	2000	4000	2000	50	50
S02002142	-170.077	3848.75	S08000032	1	2000	4000	2000	50	50
S02002143	-169.856	3849.47	S08000032	1	2000	4000	2000	50	50
S02002144	-169.246	3848.89	S08000032	1	2000	4000	2000	50	50
S02002145	-168.497	3849.34	S08000032	1	2000	4000	2000	50	50
S02002146	-167.236	3850.13	S08000032	1	2000	4000	2000	50	50
S02002147	-165.275	3851.73	S08000032	1	2000	4000	2000	50	50
S02002148	-164.248	3851.27	S08000032	1	2000	4000	2000	50	50
S02002149	-166.601	3853.32	S08000032	1	2000	4000	2000	50	50
S02002150	-170.661	3850.3	S08000032	1	2000	4000	2000	50	50
S02002151	-171.206	3851.24	S08000032	1	2000	4000	2000	50	50
S02002152	-171.856	3850.98	S08000032	1	2000	4000	2000	50	50
S02002153	-172.762	3851.07	S08000032	1	2000	4000	2000	50	50
S02002154	-172.355	3850.56	S08000032	1	2000	4000	2000	50	50
S02002155	-173.342	3849.61	S08000032	1	2000	4000	2000	50	50
S02002156	-173.847	3849.26	S08000032	1	2000	4000	2000	50	50
S02002157	-174.101	3849.69	S08000032	1	2000	4000	2000	50	50
S02002158	-174.179	3850.07	S08000032	1	2000	4000	2000	50	50
S02002159	-173.74	3850.26	S08000032	1	2000	4000	2000	50	50
S02002160	-172.622	3851.7	S08000032	1	2000	4000	2000	50	50
S02002161	-173.98	3851.25	S08000032	1	2000	4000	2000	50	50
S02002162	-174.88	3850.88	S08000032	1	2000	4000	2000	50	50
S02002163	-174.675	3851.43	S08000032	1	2000	4000	2000	50	50
S02002164	-174.388	3852.1	S08000032	1	2000	4000	2000	50	50
S02002165	-174.816	3851.9	S08000032	1	2000	4000	2000	50	50
S02002166	-176.255	3852	S08000032	1	2000	4000	2000	50	50
S02002167	-176.193	3852.39	S08000032	1	2000	4000	2000	50	50
S02002168	-177.261	3852.54	S08000032	1	2000	4000	2000	50	50
S02002169	-176.716	3853.86	S08000032	1	2000	4000	2000	50	50
S02002170	-175.417	3853.43	S08000032	1	2000	4000	2000	50	50
S02002171	-175.126	3853.79	S08000032	1	2000	4000	2000	50	50
S02002172	-175.728	3854.29	S08000032	1	2000	4000	2000	50	50
S02002173	-175.296	3854.43	S08000032	1	2000	4000	2000	50	50
S02002174	-175.869	3855.19	S08000032	1	2000	4000	2000	50	50
S02002175	-174.828	3854.8	S08000032	1	2000	4000	2000	50	50
S02002176	-174.472	3854.38	S08000032	1	2000	4000	2000	50	50
S02002177	-174.411	3853.48	S08000032	1	2000	4000	2000	50	50
S02002178	-173.817	3853.67	S08000032	1	2000	4000	2000	50	50
S02002179	-172.315	3853.5	S08000032	1	2000	4000	2000	50	50
S02002180	-171.729	3853.01	S08000032	1	2000	4000	2000	50	50
S02002181	-171.386	3853.14	S08000032	1	2000	4000	2000	50	50
S02002182	-171.285	3854.61	S08000032	1	2000	4000	2000	50	50
S02002183	-171.847	3854.33	S08000032	1	2000	4000	2000	50	50
S02002184	-172.472	3854.49	S08000032	1	2000	4000	2000	50	50
S02002185	-172.886	3854.52	S08000032	1	2000	4000	2000	50	50
S02002186	-173.489	3854.63	S08000032	1	2000	4000	2000	50	50
S02002187	-173.135	3855.37	S08000032	1	2000	4000	2000	50	50
S02002188	-172.614	3855.28	S08000032	1	2000	4000	2000	50	50
S02002189	-171.796	3854.98	S08000032	1	2000	4000	2000	50	50
S02002190	-169.55	3856.17	S08000032	1	2000	4000	2000	50	50
S02002191	-172.619	3856.69	S08000032	1	2000	4000	2000	50	50
S02002192	-176.44	3856.66	S08000032	1	2000	4000	2000	50	50
S02002193	-180.135	3856.2	S08000032	1	2000	4000	2000	50	50
S02002194	-179.811	3857.06	S08000032	1	2000	4000	2000	50	50
S02002195	-178.306	3857.2	S08000032	1	2000	4000	2000	50	50
S02002196	-177.536	3857.92	S08000032	1	2000	4000	2000	50	50
S02002197	-177.085	3858.16	S08000032	1	2000	4000	2000	50	50
S02002198	-175.44	3859.67	S08000032	1	2000	4000	2000	50	50
S02002199	-174.654	3859.44	S08000032	1	2000	4000	2000	50	50
S02002200	-173.046	3859.78	S08000032	1	2000	4000	2000	50	50
S02002201	-173.426	3860.03	S08000032	1	2000	4000	2000	50	50
S02002202	-173.099	3860.56	S08000032	1	2000	4000	2000	50	50
S02002203	-172.561	3860.77	S08000032	1	2000	4000	2000	50	50
S02002204	-171.789	3860.93	S08000032	1	2000	4000	2000	50	50
S02002205	-171.52	3861.44	S08000032	1	2000	4000	2000	50	50
S02002206	-172.445	3861.61	S08000032	1	2000	4000	2000	50	50
S02002207	-173.556	3861.4	S08000032	1	2000	4000	2000	50	50
S02002208	-174.429	3860.88	S08000032	1	2000	4000	2000	50	50
S02002209	-174.764	3860.35	S08000032	1	2000	4000	2000	50	50
S02002210	-175.371	3862.2	S08000032	1	2000	4000	2000	50	50
S02002211	-176.329	3862.22	S08000032	1	2000	4000	2000	50	50
S02002212	-176.952	3862.47	S08000032	1	2000	4000	2000	50	50
S02002213	-142.819	4069.4	S08000025	1	2000	4000	2000	50	50
S02002214	-137.48	4074.62	S08000025	1	2000	4000	2000	50	50
S02002215	-127.719	4068.68	S08000025	1	2000	4000	2000	50	50
S02002216	-128.589	4069.58	S08000025	1	2000	4000	2000	50	50
S02002217	-128.224	4069.74	S08000025	1	2000	4000	2000	50	50
S02002218	-127.16	4071.46	S08000025	1	2000	4000	2000	50	50
S02002219	-148.56	3877.23	S08000030	1	2000	4000	2000	50	50
S02002220	-148.786	3878.27	S08000030	1	2000	4000	2000	50	50
S02002221	-150.464	3879.08	S08000030	1	2000	4000	2000	50	50
S02002222	-165.321	3883.59	S08000030	1	2000	4000	2000	50	50
S02002223	-161.114	3884.38	S08000030	1	2000	4000	2000	50	50
S02002224	-170.641	3889.77	S08000030	1	2000	4000	2000	50	50
S02002225	-166.862	3889.94	S08000030	1	2000	4000	2000	50	50
S02002226	-166.725	3889.64	S08000030	1	2000	4000	2000	50	50
S02002227	-156.815	3889.8	S08000030	1	2000	4000	2000	50	50
S02002228	-151.392	3886.83	S08000030	1	2000	4000	2000	50	50
S02002229	-146.498	3887.21	S08000030	1	2000	4000	2000	50	50
S02002230	-149.092	3890.31	S08000030	1	2000	4000	2000	50	50
S02002231	-149.782	3891.17	S08000030	1	2000	4000	2000	50	50
S02002232	-150.709	3891.1	S08000030	1	2000	4000	2000	50	50
S02002233	-151.14	3891.66	S08000030	1	2000	4000	2000	50	50
S02002234	-150.759	3891.78	S08000030	1	2000	4000	2000	50	50
S02002235	-150.467	3892.36	S08000030	1	2000	4000	2000	50	50
S02002236	-149.901	3892.71	S08000030	1	2000	4000	2000	50	50
S02002237	-149.547	3892.09	S08000030	1	2000	4000	2000	50	50
S02002238	-149.318	3891.61	S08000030	1	2000	4000	2000	50	50
S02002239	-149.012	3891.31	S08000030	1	2000	4000	2000	50	50
S02002240	-148.366	3891.46	S08000030	1	2000	4000	2000	50	50
S02002241	-147.839	3892.95	S08000030	1	2000	4000	2000	50	50
S02002242	-145.177	3893.62	S08000030	1	2000	4000	2000	50	50
S02002243	-138.959	3892.77	S08000030	1	2000	4000	2000	50	50
S02002244	-135.233	3895.63	S08000030	1	2000	4000	2000	50	50
S02002245	-141.511	3901.57	S08000030	1	2000	4000	2000	50	50
S02002246	-140.319	3906.94	S08000030	1	2000	4000	2000	50	50
S02002247	-153.27	3909.8	S08000030	1	2000	4000	2000	50	50
S02002248	-144.639	3905.1	S08000030	1	2000	4000	2000	50	50
S02002249	-144.953	3904.48	S08000030	1	2000	4000	2000	50	50
S02002250	-150.784	3899.47	S08000030	1	2000	4000	2000	50	50
S02002251	-154.554	3897.8	S08000030	1	2000	4000	2000	50	50
S02002252	-161.442	3911.88	S08000030	1	2000	4000	2000	50	50
S02002253	-172.105	3907.47	S08000030	1	2000	4000	2000	50	50
S02002254	-200.984	3849.97	S08000031	1	2000	4000	2000	50	50
S02002255	-197.33	3850.68	S08000031	1	2000	4000	2000	50	50
S02002256	-196.451	3855.91	S08000031	1	2000	4000	2000	50	50
S02002257	-197.53	3852.61	S08000031	1	2000	4000	2000	50	50
S02002258	-196.679	3851.75	S08000031	1	2000	4000	2000	50	50
S02002259	-196.383	3852.47	S08000031	1	2000	4000	2000	50	50
S02002260	-195.708	3852.73	S08000031	1	2000	4000	2000	50	50
S02002261	-195.679	3852.19	S08000031	1	2000	4000	2000	50	50
S02002262	-194.8	3852.6	S08000031	1	2000	4000	2000	50	50
S02002263	-192.98	3853.52	S08000031	1	2000	4000	2000	50	50
S02002264	-193.009	3853.14	S08000031	1	2000	4000	2000	50	50
S02002265	-193.642	3852.53	S08000031	1	2000	4000	2000	50	50
S02002266	-194.05	3851.84	S08000031	1	2000	4000	2000	50	50
S02002267	-193.231	3852.23	S08000031	1	2000	4000	2000	50	50
S02002268	-192.809	3851.6	S08000031	1	2000	4000	2000	50	50
S02002269	-192.315	3851.79	S08000031	1	2000	4000	2000	50	50
S02002270	-192.522	3852.44	S08000031	1	2000	4000	2000	50	50
S02002271	-191.901	3852.38	S08000031	1	2000	4000	2000	50	50
S02002272	-190.866	3852.32	S08000031	1	2000	4000	2000	50	50
S02002273	-191.382	3852.77	S08000031	1	2000	4000	2000	50	50
S02002274	-192.111	3853.22	S08000031	1	2000	4000	2000	50	50
S02002275	-191.437	3853.45	S08000031	1	2000	4000	2000	50	50
S02002276	-190.327	3853.37	S08000031	1	2000	4000	2000	50	50
S02002277	-191.512	3854.1	S08000031	1	2000	4000	2000	50	50
S02002278	-192.341	3853.95	S08000031	1	2000	4000	2000	50	50
S02002279	-191.215	3855.17	S08000031	1	2000	4000	2000	50	50
S02002280	-190.892	3854.81	S08000031	1	2000	4000	2000	50	50
S02002281	-190.341	3855.16	S08000031	1	2000	4000	2000	50	50
S02002282	-190.101	3854.95	S08000031	1	2000	4000	2000	50	50
S02002283	-192.661	3856.68	S08000031	1	2000	4000	2000	50	50
S02002284	-193.359	3857.16	S08000031	1	2000	4000	2000	50	50
S02002285	-193.98	3857.43	S08000031	1	2000	4000	2000	50	50
S02002286	-195.555	3857.66	S08000031	1	2000	4000	2000	50	50
S02002287	-195.263	3853.54	S08000031	1	2000	4000	2000	50	50
S02002288	-195.777	3853.65	S08000031	1	2000	4000	2000	50	50
S02002289	-196.715	3854.35	S08000031	1	2000	4000	2000	50	50
S02002290	-197.382	3854.74	S08000031	1	2000	4000	2000	50	50
S02002291	-198.806	3854.01	S08000031	1	2000	4000	2000	50	50
S02002292	-144.07	3843.32	S08000016	1	2000	4000	2000	50	50
S02002293	-138.583	3840.1	S08000016	1	2000	4000	2000	50	50
S02002294	-138.485	3839.56	S08000016	1	2000	4000	2000	50	50
S02002295	-132.46	3837.84	S08000016	1	2000	4000	2000	50	50
S02002296	-120.302	3840.04	S08000016	1	2000	4000	2000	50	50
S02002297	-122.262	3837.79	S08000016	1	2000	4000	2000	50	50
S02002298	-122.237	3837.47	S08000016	1	2000	4000	2000	50	50
S02002299	-121.484	3837.08	S08000016	1	2000	4000	2000	50	50
S02002300	-120.634	3837.21	S08000016	1	2000	4000	2000	50	50
S02002301	-118.632	3836.36	S08000016	1	2000	4000	2000	50	50
S02002302	-119.342	3844.68	S08000016	1	2000	4000	2000	50	50
S02002303	-106.141	3845.29	S08000016	1	2000	4000	2000	50	50
S02002304	-101.741	3848.61	S08000016	1	2000	4000	2000	50	50
S02002305	-95.1842	3855.39	S08000016	1	2000	4000	2000	50	50
S02002306	-90.8947	3855.13	S08000016	1	2000	4000	2000	50	50
S02002307	-96.0521	3849.52	S08000016	1	2000	4000	2000	50	50
S02002308	-98.0536	3840.56	S08000016	1	2000	4000	2000	50	50
S02002309	-103.869	3834.78	S08000016	1	2000	4000	2000	50	50
S02002310	-105.75	3836.82	S08000016	1	2000	4000	2000	50	50
S02002311	-105.582	3836.43	S08000016	1	2000	4000	2000	50	50
S02002312	-109.545	3828.84	S08000016	1	2000	4000	2000	50	50
S02002313	-115.239	3834.71	S08000016	1	2000	4000	2000	50	50
S02002314	-110.835	3828.02	S08000016	1	2000	4000	2000	50	50
S02002315	-120.061	3820.02	S08000016	1	2000	4000	2000	50	50
S02002316	-120.32	3825.07	S08000016	1	2000	4000	2000	50	50
S02002317	-120.808	3824.27	S08000016	1	2000	4000	2000	50	50
S02002318	-121.388	3823.98	S08000016	1	2000	4000	2000	50	50
S02002319	-121.051	3824.68	S08000016	1	2000	4000	2000	50	50
S02002320	-124.74	3831.12	S08000016	1	2000	4000	2000	50	50
S02002321	-123.383	3832.9	S08000016	1	2000	4000	2000	50	50
S02002322	-55.2456	4137.73	S08000026	1	2000	4000	2000	50	50
S02002323	-51.444	4149.8	S08000026	1	2000	4000	2000	50	50
S02002324	-49.8398	4150.69	S08000026	1	2000	4000	2000	50	50
S02002325	-55.5546	4150.26	S08000026	1	2000	4000	2000	50	50
S02002326	-60.6852	4158.47	S08000026	1	2000	4000	2000	50	50
S02002327	-57.8035	4169.38	S08000026	1	2000	4000	2000	50	50
S02002328	-41.9581	4181.2	S08000026	1	2000	4000	2000	50	50
S02002329	-208.162	3811.4	S08000015	1	2000	4000	2000	50	50
S02002330	-210.677	3811.18	S08000015	1	2000	4000	2000	50	50
S02002331	-210.824	3811.65	S08000015	1	2000	4000	2000	50	50
S02002332	-203.46	3819.48	S08000015	1	2000	4000	2000	50	50
S02002333	-201.234	3821.78	S08000015	1	2000	4000	2000	50	50
S02002334	-196.7	3825.97	S08000015	1	2000	4000	2000	50	50
S02002335	-201.543	3825.07	S08000015	1	2000	4000	2000	50	50
S02002336	-200.194	3825.58	S08000015	1	2000	4000	2000	50	50
S02002337	-200.727	3825.84	S08000015	1	2000	4000	2000	50	50
S02002338	-200.158	3826.26	S08000015	1	2000	4000	2000	50	50
S02002339	-201.225	3826.78	S08000015	1	2000	4000	2000	50	50
S02002340	-200.95	3827.37	S08000015	1	2000	4000	2000	50	50
S02002341	-200.262	3826.89	S08000015	1	2000	4000	2000	50	50
S02002342	-199.516	3827.47	S08000015	1	2000	4000	2000	50	50
S02002343	-200.091	3827.52	S08000015	1	2000	4000	2000	50	50
S02002344	-200.582	3828.14	S08000015	1	2000	4000	2000	50	50
S02002345	-200.075	3828.28	S08000015	1	2000	4000	2000	50	50
S02002346	-200.332	3829.38	S08000015	1	2000	4000	2000	50	50
S02002347	-199.932	3829.19	S08000015	1	2000	4000	2000	50	50
S02002348	-199.567	3830.07	S08000015	1	2000	4000	2000	50	50
S02002349	-195.344	3829.81	S08000015	1	2000	4000	2000	50	50
S02002350	-199.295	3833.97	S08000015	1	2000	4000	2000	50	50
S02002351	-201.56	3833.43	S08000015	1	2000	4000	2000	50	50
S02002352	-202.153	3833.21	S08000015	1	2000	4000	2000	50	50
S02002353	-202.309	3832.42	S08000015	1	2000	4000	2000	50	50
S02002354	-161.322	3830.51	S08000032	1	2000	4000	2000	50	50
S02002355	-153.771	3838.27	S08000032	1	2000	4000	2000	50	50
S02002356	-158.872	3842.88	S08000032	1	2000	4000	2000	50	50
S02002357	-159.516	3847.36	S08000032	1	2000	4000	2000	50	50
S02002358	-168.354	3846.68	S08000032	1	2000	4000	2000	50	50
S02002359	-167.118	3845.77	S08000032	1	2000	4000	2000	50	50
S02002360	-166.655	3845.99	S08000032	1	2000	4000	2000	50	50
S02002361	-166.072	3845.46	S08000032	1	2000	4000	2000	50	50
S02002362	-166.556	3845.31	S08000032	1	2000	4000	2000	50	50
S02002363	-166.465	3844.4	S08000032	1	2000	4000	2000	50	50
S02002364	-164.262	3841.69	S08000032	1	2000	4000	2000	50	50
S02002365	-163.698	3841.76	S08000032	1	2000	4000	2000	50	50
S02002366	-163.583	3841.27	S08000032	1	2000	4000	2000	50	50
S02002367	-166.249	3841.34	S08000032	1	2000	4000	2000	50	50
S02002368	-166.963	3835.33	S08000032	1	2000	4000	2000	50	50
S02002369	-168.772	3838.98	S08000032	1	2000	4000	2000	50	50
S02002370	-170.298	3841.21	S08000032	1	2000	4000	2000	50	50
S02002371	-170.863	3844.98	S08000032	1	2000	4000	2000	50	50
S02002372	-172.583	3846.4	S08000032	1	2000	4000	2000	50	50
S02002373	-172.598	3845.95	S08000032	1	2000	4000	2000	50	50
S02002374	-171.997	3845.58	S08000032	1	2000	4000	2000	50	50
S02002375	-172.388	3845.1	S08000032	1	2000	4000	2000	50	50
S02002376	-173.223	3842.8	S08000032	1	2000	4000	2000	50	50
S02002377	-176.751	3841.63	S08000032	1	2000	4000	2000	50	50
S02002378	-176.395	3842.18	S08000032	1	2000	4000	2000	50	50
S02002379	-176.12	3840.9	S08000032	1	2000	4000	2000	50	50
S02002380	-174.833	3845.82	S08000032	1	2000	4000	2000	50	50
S02002381	-175.675	3846.94	S08000032	1	2000	4000	2000	50	50
S02002382	-175.618	3847.41	S08000032	1	2000	4000	2000	50	50
S02002383	-175.349	3848.01	S08000032	1	2000	4000	2000	50	50
S02002384	-175.343	3848.48	S08000032	1	2000	4000	2000	50	50
S02002385	-175.779	3848.06	S08000032	1	2000	4000	2000	50	50
S02002386	-176.098	3847.56	S08000032	1	2000	4000	2000	50	50
S02002387	-176.325	3847.4	S08000032	1	2000	4000	2000	50	50
S02002388	-176.97	3847.59	S08000032	1	2000	4000	2000	50	50
S02002389	-177.329	3847.96	S08000032	1	2000	4000	2000	50	50
S02002390	-177.412	3848.38	S08000032	1	2000	4000	2000	50	50
S02002391	-177.968	3849.17	S08000032	1	2000	4000	2000	50	50
S02002392	-178.033	3849.73	S08000032	1	2000	4000	2000	50	50
S02002393	-178.24	3850.39	S08000032	1	2000	4000	2000	50	50
S02002394	-177.709	3850.05	S08000032	1	2000	4000	2000	50	50
S02002395	-177.233	3849.23	S08000032	1	2000	4000	2000	50	50
S02002396	-176.862	3848.67	S08000032	1	2000	4000	2000	50	50
S02002397	-176.375	3848.46	S08000032	1	2000	4000	2000	50	50
S02002398	-176.062	3848.97	S08000032	1	2000	4000	2000	50	50
S02002399	-176.746	3850.41	S08000032	1	2000	4000	2000	50	50
S02002400	-176.705	3850.82	S08000032	1	2000	4000	2000	50	50
S02002401	-177.323	3851.59	S08000032	1	2000	4000	2000	50	50
S02002402	-179.417	3851.31	S08000032	1	2000	4000	2000	50	50
S02002403	-180.011	3851.53	S08000032	1	2000	4000	2000	50	50
S02002404	-180.354	3851.07	S08000032	1	2000	4000	2000	50	50
S02002405	-181.244	3850.79	S08000032	1	2000	4000	2000	50	50
S02002406	-181.133	3851.41	S08000032	1	2000	4000	2000	50	50
S02002407	-182.278	3851.8	S08000032	1	2000	4000	2000	50	50
S02002408	-182.432	3852.33	S08000032	1	2000	4000	2000	50	50
S02002409	-183.217	3852.22	S08000032	1	2000	4000	2000	50	50
S02002410	-183.464	3851.95	S08000032	1	2000	4000	2000	50	50
S02002411	-183.576	3851.66	S08000032	1	2000	4000	2000	50	50
S02002412	-183.124	3851.18	S08000032	1	2000	4000	2000	50	50
S02002413	-182.348	3851.4	S08000032	1	2000	4000	2000	50	50
S02002414	-182.209	3850.97	S08000032	1	2000	4000	2000	50	50
S02002415	-182.366	3850.62	S08000032	1	2000	4000	2000	50	50
S02002416	-180.937	3848.11	S08000032	1	2000	4000	2000	50	50
S02002417	-179.876	3848.62	S08000032	1	2000	4000	2000	50	50
S02002418	-180.33	3848.44	S08000032	1	2000	4000	2000	50	50
S02002419	-180.866	3848.22	S08000032	1	2000	4000	2000	50	50
S02002420	-180.273	3847.85	S08000032	1	2000	4000	2000	50	50
S02002421	-181.142	3847.5	S08000032	1	2000	4000	2000	50	50
S02002422	-181.318	3847.99	S08000032	1	2000	4000	2000	50	50
S02002423	-181.826	3847.7	S08000032	1	2000	4000	2000	50	50
S02002424	-181.895	3848.27	S08000032	1	2000	4000	2000	50	50
S02002425	-182.812	3848.1	S08000032	1	2000	4000	2000	50	50
S02002426	-184.058	3847.44	S08000032	1	2000	4000	2000	50	50
S02002427	-183.122	3847.29	S08000032	1	2000	4000	2000	50	50
S02002428	-183.267	3846.69	S08000032	1	2000	4000	2000	50	50
S02002429	-182.672	3846.09	S08000032	1	2000	4000	2000	50	50
